date	location	variant	sequences
2022-03-01	USA	other	13
2022-03-02	USA	other	23
2022-03-03	USA	other	9
2022-03-04	USA	other	7
2022-03-05	USA	other	9
2022-03-06	USA	other	7
2022-03-07	USA	other	8
2022-03-08	USA	other	6
2022-03-09	USA	other	7
2022-03-10	USA	other	16
2022-03-11	USA	other	5
2022-03-12	USA	other	5
2022-03-13	USA	other	4
2022-03-14	USA	other	5
2022-03-15	USA	other	9
2022-03-16	USA	other	11
2022-03-17	USA	other	1
2022-03-18	USA	other	5
2022-03-19	USA	other	4
2022-03-20	USA	other	5
2022-03-21	USA	other	11
2022-03-22	USA	other	8
2022-03-23	USA	other	1
2022-03-24	USA	other	9
2022-03-25	USA	other	6
2022-03-26	USA	other	2
2022-03-27	USA	other	3
2022-03-28	USA	other	12
2022-03-29	USA	other	8
2022-03-30	USA	other	9
2022-03-31	USA	other	5
2022-04-01	USA	other	4
2022-04-02	USA	other	10
2022-04-03	USA	other	5
2022-04-04	USA	other	7
2022-04-05	USA	other	5
2022-04-06	USA	other	6
2022-04-07	USA	other	4
2022-04-08	USA	other	8
2022-04-09	USA	other	11
2022-04-10	USA	other	7
2022-04-11	USA	other	14
2022-04-12	USA	other	13
2022-04-13	USA	other	8
2022-04-14	USA	other	8
2022-04-15	USA	other	7
2022-04-16	USA	other	4
2022-04-17	USA	other	5
2022-04-18	USA	other	16
2022-04-19	USA	other	18
2022-04-20	USA	other	15
2022-04-21	USA	other	12
2022-04-22	USA	other	7
2022-04-23	USA	other	10
2022-04-24	USA	other	9
2022-04-25	USA	other	14
2022-04-26	USA	other	20
2022-04-27	USA	other	13
2022-04-28	USA	other	9
2022-04-29	USA	other	5
2022-04-30	USA	other	7
2022-05-01	USA	other	9
2022-05-02	USA	other	16
2022-05-03	USA	other	10
2022-05-04	USA	other	14
2022-05-05	USA	other	16
2022-05-06	USA	other	13
2022-05-07	USA	other	17
2022-05-08	USA	other	14
2022-05-09	USA	other	27
2022-05-10	USA	other	14
2022-05-11	USA	other	16
2022-05-12	USA	other	27
2022-05-13	USA	other	13
2022-05-14	USA	other	10
2022-05-15	USA	other	19
2022-05-16	USA	other	25
2022-05-17	USA	other	24
2022-05-18	USA	other	17
2022-05-19	USA	other	16
2022-05-20	USA	other	7
2022-05-21	USA	other	12
2022-05-22	USA	other	14
2022-05-23	USA	other	15
2022-05-24	USA	other	21
2022-05-25	USA	other	12
2022-05-26	USA	other	10
2022-05-27	USA	other	15
2022-05-28	USA	other	12
2022-05-29	USA	other	31
2022-05-30	USA	other	2
2022-05-31	USA	other	15
2022-06-01	USA	other	10
2022-06-02	USA	other	21
2022-06-03	USA	other	10
2022-06-04	USA	other	4
2022-06-05	USA	other	16
2022-06-06	USA	other	10
2022-06-07	USA	other	11
2022-06-08	USA	other	8
2022-06-09	USA	other	8
2022-06-10	USA	other	8
2022-06-11	USA	other	6
2022-06-12	USA	other	5
2022-06-13	USA	other	2
2022-06-14	USA	other	8
2022-06-15	USA	other	7
2022-06-16	USA	other	8
2022-06-17	USA	other	3
2022-06-18	USA	other	2
2022-06-20	USA	other	5
2022-06-21	USA	other	1
2022-06-22	USA	other	6
2022-06-23	USA	other	2
2022-06-24	USA	other	1
2022-06-25	USA	other	2
2022-06-27	USA	other	5
2022-06-28	USA	other	3
2022-06-29	USA	other	2
2022-06-30	USA	other	5
2022-07-01	USA	other	3
2022-07-02	USA	other	2
2022-07-05	USA	other	1
2022-07-06	USA	other	1
2022-07-08	USA	other	2
2022-07-09	USA	other	1
2022-07-10	USA	other	1
2022-07-11	USA	other	1
2022-07-12	USA	other	4
2022-07-13	USA	other	2
2022-07-14	USA	other	4
2022-07-15	USA	other	1
2022-07-17	USA	other	4
2022-07-18	USA	other	3
2022-07-19	USA	other	1
2022-07-21	USA	other	1
2022-07-24	USA	other	1
2022-07-25	USA	other	3
2022-07-26	USA	other	1
2022-07-27	USA	other	1
2022-07-29	USA	other	1
2022-07-30	USA	other	1
2022-08-01	USA	other	2
2022-08-03	USA	other	1
2022-08-04	USA	other	1
2022-08-08	USA	other	3
2022-08-09	USA	other	1
2022-08-11	USA	other	3
2022-08-15	USA	other	1
2022-08-17	USA	other	3
2022-08-18	USA	other	3
2022-08-19	USA	other	4
2022-08-20	USA	other	1
2022-08-21	USA	other	2
2022-08-22	USA	other	1
2022-08-23	USA	other	2
2022-08-24	USA	other	1
2022-08-25	USA	other	4
2022-08-26	USA	other	1
2022-08-27	USA	other	2
2022-08-28	USA	other	1
2022-08-29	USA	other	1
2022-08-31	USA	other	2
2022-09-01	USA	other	2
2022-09-02	USA	other	3
2022-09-04	USA	other	6
2022-09-06	USA	other	5
2022-09-07	USA	other	4
2022-09-10	USA	other	2
2022-09-12	USA	other	1
2022-09-13	USA	other	5
2022-09-14	USA	other	3
2022-09-15	USA	other	5
2022-09-16	USA	other	2
2022-09-17	USA	other	1
2022-09-18	USA	other	2
